intake_id,ref,source_item_id,disposition,target_records,grounds_note
221,INTK-0221,[PLAN-165],parked,,Parked: [PLAN-165] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
222,INTK-0222,[PLAN-166],parked,,Parked: [PLAN-166] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
223,INTK-0223,[PLAN-167],parked,,Parked: [PLAN-167] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
224,INTK-0224,[PLAN-168],parked,,Parked: [PLAN-168] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
225,INTK-0225,[PLAN-169],parked,,Parked: [PLAN-169] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
226,INTK-0226,[PLAN-170],parked,,Parked: [PLAN-170] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
227,INTK-0227,[PLAN-171],parked,,Parked: [PLAN-171] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
228,INTK-0228,[PLAN-172],parked,,Parked: [PLAN-172] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
229,INTK-0229,[PLAN-173],parked,,Parked: [PLAN-173] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
230,INTK-0230,[PLAN-174],parked,,Parked: [PLAN-174] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
231,INTK-0231,[PLAN-175],parked,,Parked: [PLAN-175] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
232,INTK-0232,[PLAN-176],parked,,Parked: [PLAN-176] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
233,INTK-0233,[PLAN-177],parked,,Parked: [PLAN-177] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
234,INTK-0234,[PLAN-178],parked,,Parked: [PLAN-178] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
235,INTK-0235,[PLAN-179],parked,,Parked: [PLAN-179] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
236,INTK-0236,[PLAN-180],parked,,Parked: [PLAN-180] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
237,INTK-0237,[PLAN-181],parked,,Parked: [PLAN-181] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
238,INTK-0238,[PLAN-182],parked,,Parked: [PLAN-182] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
239,INTK-0239,[PLAN-183],parked,,Parked: [PLAN-183] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
240,INTK-0240,[PLAN-184],parked,,Parked: [PLAN-184] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
241,INTK-0241,[PLAN-185],parked,,Parked: [PLAN-185] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
242,INTK-0242,[PLAN-186],parked,,Parked: [PLAN-186] is a month-scoped level-of-effort plan row (need-by 2026-06-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
243,INTK-0243,[PLAN-187],parked,,Parked: [PLAN-187] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
244,INTK-0244,[PLAN-188],parked,,Parked: [PLAN-188] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
245,INTK-0245,[PLAN-189],parked,,Parked: [PLAN-189] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
246,INTK-0246,[PLAN-190],parked,,Parked: [PLAN-190] is a month-scoped level-of-effort plan row (need-by 2026-07-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
247,INTK-0247,[PLAN-191],parked,,Parked: [PLAN-191] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
248,INTK-0248,[PLAN-192],parked,,Parked: [PLAN-192] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
249,INTK-0249,[PLAN-193],parked,,Parked: [PLAN-193] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
250,INTK-0250,[PLAN-194],parked,,Parked: [PLAN-194] is a month-scoped level-of-effort plan row (need-by 2026-08-31); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
251,INTK-0251,[PLAN-195],parked,,Parked: [PLAN-195] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
252,INTK-0252,[PLAN-196],parked,,Parked: [PLAN-196] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
253,INTK-0253,[PLAN-197],parked,,Parked: [PLAN-197] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
254,INTK-0254,[PLAN-198],parked,,Parked: [PLAN-198] is a month-scoped level-of-effort plan row (need-by 2026-09-30); intake conversion families (work item/hold/risk/decision/approval record/interface) do not include plan items and no single deliverable anchor is resolvable from the row. (D-PEC-10 triage-01 R3-B)
255,INTK-0255,[PKG-61],parked,,Parked: [PKG-61] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. composite digest row naming multiple upcoming items; no single anchor. (D-PEC-10 triage-01 R3-A)
256,INTK-0256,[PKG-66],parked,,"Parked: [PKG-66] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. convention note (email subject lines), not an action; no anchor. (D-PEC-10 triage-01 R3-A)"
257,INTK-0257,[PKG-79],parked,,Parked: [PKG-79] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. same statement text as [PKG-68] (INTK-0006) with a different suggested owner and need-by; left un-collapsed. (D-PEC-10 triage-01 R3-A)
258,INTK-0258,[PKG-80],parked,,Parked: [PKG-80] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
259,INTK-0259,[PKG-95],"LEFT-FOR-OWNER (un-dispositioned, state=raised)",,R1(b): existing decision ref 6 'Pipe Specs' shares the subject
260,INTK-0260,[PKG-97],"LEFT-FOR-OWNER (un-dispositioned, state=raised)",,R1(b): existing storage-tank decisions refs 23/49 share the subject
261,INTK-0261,[PKG-98],parked,,Parked: [PKG-98] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
262,INTK-0262,[PKG-99],"LEFT-FOR-OWNER (un-dispositioned, state=raised)",,R1(b): existing decision ref 7 '02-25 Truckout location' shares the subject
263,INTK-0263,[PKG-101],parked,,Parked: [PKG-101] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
264,INTK-0264,[PKG-102],"LEFT-FOR-OWNER (un-dispositioned, state=raised)",,R1(b): existing decision ref 2 (hybrid MDEA/sulfinol) shares the subject
265,INTK-0265,[PKG-107],"LEFT-FOR-OWNER (un-dispositioned, state=raised)",,R1(b): existing decision ref 58 (KODs / flare radiant zone) shares the subject
266,INTK-0266,[PKG-108],"LEFT-FOR-OWNER (un-dispositioned, state=raised)",,R1(b): existing decision ref 7 '02-25 Truckout location' shares the subject
267,INTK-0267,[PKG-117],parked,,Parked: [PKG-117] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. nearest MDL title 'Plot Plans' is not an exact match; anchor ambiguous. (D-PEC-10 triage-01 R3-A)
268,INTK-0268,[PKG-118],parked,,Parked: [PKG-118] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. nearest MDL title '3D Model' is not an exact match; anchor ambiguous. (D-PEC-10 triage-01 R3-A)
269,INTK-0269,[PKG-119],parked,,Parked: [PKG-119] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
270,INTK-0270,[PKG-120],parked,,Parked: [PKG-120] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
271,INTK-0271,[PKG-122],parked,,Parked: [PKG-122] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
272,INTK-0272,[PKG-132],parked,,Parked: [PKG-132] has no resolvable MDL deliverable/package anchor (anchor suggestion 'Common' does not resolve to a package or deliverable); work items must be anchored at creation. (D-PEC-10 triage-01 R3-A)
